studytime,failures,absences,G1,G2,attendance_pct,study_hours,engagement_score,final_score,pass,grade
1,1,20,12,19,62.52063304205648,2,14.815079130257061,55.2238671429714,0,C
4,0,1,13,5,98.23901464591204,20,33.279876830739006,70.98188082708705,1,B
4,0,29,19,9,54.67712053142571,12,21.834640066428214,67.60876737369826,1,B
4,1,22,17,12,50.0,8,21.25,58.476915570351665,0,C
2,2,11,9,10,76.69957092687162,10,17.587446365858952,63.738532881134816,1,C
3,2,19,10,14,55.64193264837783,9,17.95524158104723,52.515535129084114,0,C
3,3,13,17,13,73.9583742940133,12,20.244796786751664,53.67905892839063,0,C
4,3,18,15,8,55.270240496108144,12,26.90878006201352,42.259996843027196,0,F
4,1,23,12,14,50.0,20,22.25,60.12213076379956,0,C
2,3,19,8,13,66.3361137451657,6,21.292014218145713,48.38247288181949,0,F
1,3,14,6,12,73.58232307051573,5,17.197790383814464,36.90453966988445,0,F
1,3,26,19,7,50.0,3,13.25,46.67008423949076,0,F
3,0,19,14,18,56.74453422242226,9,18.093066777802782,65.69731769853745,1,B
2,3,23,12,10,50.0,6,14.25,34.512577626085395,0,F
4,1,16,6,8,65.55785866236394,20,24.194732332795493,58.76738533189419,0,C
3,2,24,9,5,52.59709655408303,9,22.57463706926038,38.282216636083604,0,F
2,3,13,19,13,75.59052985448952,10,22.44881623181119,66.96270349035586,1,B
1,2,22,17,8,57.77807186926551,2,13.22225898365819,52.13106389092961,0,C
2,3,27,10,15,50.0,8,15.25,35.18758514277198,0,F
1,1,17,9,18,57.8398496586743,2,12.229981207334287,57.88347356776411,0,C
2,0,26,10,9,59.650361192080915,8,21.456295149010113,66.48459643821896,1,B
3,1,27,10,7,50.0,15,17.25,45.419386050804185,0,F
1,0,21,7,8,57.578866586718824,2,15.197358323339852,50.19799720367929,0,C
3,3,23,15,17,56.848727678494846,12,23.106090959811855,69.57827628006031,1,B
3,3,26,15,13,50.0,12,18.25,55.90219941591698,0,C
1,0,4,7,19,91.69702793242031,2,19.46212849155254,76.00734713492228,1,B
1,1,21,13,11,61.92456269309591,2,19.74057033663699,58.88910123527828,0,C
4,1,11,7,12,78.6148555782919,20,23.826856947286487,69.17905087636507,1,B
4,0,9,7,7,83.288767983545,16,31.411095997943125,77.71715917289137,1,B
4,3,7,15,19,86.48940074598721,20,29.8111750932484,72.75134298445258,1,B
3,0,28,18,7,56.00455787036927,15,25.00056973379616,80.1119329298147,1,A
3,3,5,6,19,91.9404209189154,9,22.492552614864422,66.39977250554716,1,B
4,0,27,11,18,50.0,20,23.25,66.17378894206705,1,B
3,3,24,14,11,50.0,12,20.25,48.19763285388939,0,F
3,0,14,14,12,70.08731418626249,9,19.76091427328281,68.16468408190178,1,B
1,2,11,8,18,75.10617062863074,5,18.388271328578842,59.230202719751446,0,C
1,3,24,5,9,50.0,5,11.25,25.971138397054375,0,F
3,1,24,10,5,50.0,12,18.25,40.645389184550815,0,F
4,0,5,9,7,90.40745210314378,12,30.300931512892973,62.76376641758822,1,C
2,1,11,18,9,81.10702549386598,4,25.13837818673325,62.58333814157342,1,C
4,0,14,15,7,74.63406903758249,8,28.32925862969781,64.69528961596981,1,C
2,1,11,6,19,77.03484363260179,6,23.629355454075224,68.22763091933348,1,B
4,1,8,10,18,81.15033332433947,12,24.143791665542434,70.72621462719522,1,B
1,0,18,5,5,60.36896577686416,3,14.54612072210802,54.78754763473409,0,C
3,0,20,7,11,59.139737904618656,9,18.39246723807733,58.489843975876376,0,C
3,1,1,8,5,97.89812164043997,6,30.237265205054996,61.123308597155685,0,C
1,1,27,17,14,50.0,5,15.25,67.86395717154944,1,B
2,1,12,7,17,70.34046986404444,8,17.792558733005556,61.09963831774522,0,C
2,3,12,19,10,72.20690257293327,4,24.02586282161666,57.37881914220647,0,C
2,3,7,17,10,84.03105949219196,8,18.503882436523995,65.60725151304271,1,B
1,2,26,10,18,50.0,2,18.25,49.55750540819963,0,F
2,3,12,15,11,78.0182865091655,6,24.75228581364569,59.177417494236025,0,C
1,3,3,8,16,95.44145771698672,2,19.93018221462334,66.18941104513772,1,B
4,0,5,18,15,92.2828498782014,8,31.535356234775175,84.67436804470522,1,A
4,2,5,5,5,92.34881037418778,12,26.543601296773474,54.1670724619146,0,C
1,2,20,9,15,50.390464664445496,5,18.298808083055686,41.84991692658488,0,F
3,3,11,9,7,82.2406942768532,9,22.280086784606652,51.67809529264133,0,C
4,0,11,13,16,81.93669261726612,20,28.242086577158265,77.0867037638548,1,B
2,0,16,12,13,68.2536002006704,4,23.5317000250838,74.80517649201191,1,B
1,2,26,19,6,50.0,2,16.25,43.22475623034495,0,F
2,0,6,12,18,85.48015739628958,8,21.6850196745362,80.3704364823266,1,A
2,1,25,9,9,60.66168170817692,8,17.582710213522116,50.01057347289157,0,C
3,3,14,12,7,65.59865168780622,6,19.19983146097578,38.916791377178306,0,F
2,1,23,18,16,60.523024518156795,8,17.5653780647696,69.90221801026848,1,B
3,2,16,14,16,60.47753905112267,15,25.559692381390335,68.28776032133351,1,B
4,2,9,11,17,81.62808311077646,12,29.203510388847057,68.75494887024193,1,B
1,0,22,5,9,52.655719589517346,2,18.581964948689667,43.207585951133964,0,F
2,0,19,16,11,65.5011533194477,4,23.187644164930962,71.02875212921255,1,B
1,2,5,11,5,89.44088024450203,4,19.18011003056275,59.22798578796983,0,C
2,2,8,15,7,82.31336176080481,4,24.2891702201006,61.12294471680289,0,C
1,1,14,12,15,78.85481765790772,2,20.856852207238465,74.38478247653421,1,B
2,1,15,7,17,76.98657362227445,10,18.623321702784306,68.27545490419416,1,B
2,0,20,13,10,50.27045976123402,10,18.28380747015425,65.84231855830242,1,B
2,1,7,12,11,86.29710026575029,6,22.787137533218786,67.47759354921062,1,B
2,0,15,6,14,63.46273711845168,4,16.93284213980646,52.10972811628605,0,C
2,0,4,10,7,91.08040953273333,8,26.385051191591664,77.68400726189532,1,B
2,3,17,8,8,68.15953876455444,6,20.519942345569305,32.975551438825725,0,F
2,0,19,7,10,68.63400191148793,8,18.57925023893599,54.27773022040076,0,C
2,1,13,15,9,67.78402747034724,4,21.473003433793405,55.30629533566382,0,C
2,2,1,10,15,97.9155037429016,8,21.2394379678627,72.64652572478273,1,B
1,2,22,14,13,62.768154285893004,4,19.846019285736624,55.54584672144169,0,C
3,1,22,17,17,52.00363443351557,9,17.500454304189446,70.96073128758789,1,B
2,2,29,19,16,53.8305932149202,4,14.728824151865025,60.18143255633295,0,C
3,0,2,13,5,95.26392544051969,9,25.907990680064962,71.2878303614894,1,B
2,2,13,6,19,79.32821448568059,4,22.916026810710072,60.83271394937583,0,C
2,1,28,14,17,51.38655796784727,10,19.42331974598091,57.12313368210754,0,C
1,2,6,14,9,90.45141516743575,3,17.30642689592947,67.45428524969516,1,B
4,0,14,14,15,77.54697896410748,8,28.693372370513437,85.60516472699025,1,A
4,0,16,9,5,67.61865354145309,20,24.452331692681636,60.49249722822041,0,C
1,1,0,10,12,100.0,5,23.5,74.24368020508713,1,B
3,1,8,8,11,81.69214573323237,15,26.211518216654046,68.00239630636332,1,B
4,1,21,11,9,53.90383891835604,12,21.737979864794504,49.26746214081788,0,F
1,3,28,6,10,50.0,5,12.25,30.551611723966907,0,F
1,3,13,11,8,73.25525876838832,2,16.15690734604854,44.858859869208196,0,F
4,0,15,6,13,63.58503888357654,12,28.948129860447068,64.8247239747677,1,C
3,3,27,5,18,50.0,12,21.25,41.04279161246919,0,F
1,3,20,15,7,64.95191261943754,5,15.118989077429692,35.27127222795665,0,F
2,2,12,9,6,75.76816773326895,6,18.47102096665862,43.367776375598346,0,F
3,3,5,6,11,91.0133239407895,12,23.37666549259869,68.04464446851303,1,B
3,2,21,12,17,63.00184190880061,9,19.875230238600075,59.138857835567634,0,C
4,1,0,16,6,100.0,20,27.5,82.36938559264395,1,A
4,2,20,16,17,52.18328285204929,20,23.52291035650616,62.9907238197255,1,C
2,2,24,16,10,51.94439961402516,8,20.493049951753143,50.54282508119464,0,C
1,1,3,12,15,93.16065135409792,2,20.64508141926224,69.66247386637718,1,B
4,1,2,5,12,96.62582114760552,20,27.07822764345069,80.9725757040207,1,A
4,0,16,8,7,67.23771179142643,16,25.404713973928303,55.5161212470172,0,C
3,0,29,18,7,50.0,15,24.25,57.859890361791,0,C
4,0,1,13,7,98.00933583218323,8,31.251166979022905,80.23351353626792,1,A
4,0,18,9,5,70.89615610573247,16,23.86201951321656,65.4756870166382,1,B
4,2,19,16,13,57.55209559543753,8,25.19401194942969,56.46654241094225,0,C
4,2,22,15,9,50.0,20,26.25,43.16511170693934,0,F
3,0,21,14,13,55.160248645389366,12,21.89503108067367,55.947937088174,0,C
2,3,26,17,9,56.601813957962484,6,17.07522674474531,54.710766423204106,0,C
2,0,7,10,11,88.9781329210602,4,26.122266615132524,73.28018559405011,1,B
1,3,29,7,5,50.0,5,14.25,33.669738339808234,0,F
4,1,24,9,13,63.11223731558994,20,26.889029664448742,62.93373287512988,1,C
3,2,14,18,5,67.25093385365892,6,23.406366731707365,50.53364433836711,0,C
1,2,5,16,19,88.98469779964896,4,16.12308722495612,79.1873828497171,1,B
1,3,22,17,8,54.598849457986155,3,12.824856182248269,44.53690052277899,0,F
2,0,19,17,11,54.596982433809096,10,18.824622804226138,67.36535915602006,1,B
3,2,1,17,15,98.38990650022993,6,30.29873831252874,81.78315884935024,1,A
3,3,24,5,19,50.0,6,24.25,40.251143219310954,0,F
3,1,24,12,16,60.4808270336038,9,23.560103379200477,68.91588199226474,1,B
2,1,14,15,13,78.14704402523842,6,22.768380503154802,70.38830573336789,1,B
2,2,19,19,5,68.97481435994405,10,22.621851794993006,59.12802693040243,0,C
2,0,11,10,16,73.03965900220521,6,20.12995737527565,65.60837512624984,1,B
2,3,2,16,18,96.11913323068393,4,27.01489165383549,70.94930463967228,1,B
2,2,9,6,17,86.05903873399448,8,25.757379841749312,60.97856882596115,0,C
4,1,13,8,15,72.91274957268716,16,26.114093696585897,60.83070026365532,0,C
4,0,26,8,19,55.80743428055332,8,23.975929285069164,53.71624039101677,0,C
3,3,21,13,17,68.3564353845449,6,21.544554423068114,54.87448538613461,0,C
1,2,29,13,10,50.0,2,16.25,51.522729419062074,0,C
3,3,13,9,15,78.48677997404177,15,21.810847496755223,56.980384681415416,0,C
1,0,2,16,14,95.11502705528025,2,16.88937838191003,77.70238677878052,1,B
2,0,0,7,15,100.0,6,23.5,83.20597500245637,1,A
1,1,19,5,19,69.84707937172783,2,20.73088492146598,59.874214386305894,0,C
3,0,0,10,9,100.0,6,24.5,74.5297343549437,1,B
3,2,1,12,7,97.88915536274015,15,26.23614442034252,62.57813752170355,1,C
1,3,18,5,14,66.91397089512742,2,16.364246361890928,42.66104974055528,0,F
4,0,23,15,6,53.26070982587086,12,27.657588728233858,58.50274534303776,0,C
2,0,9,5,5,79.30439158063267,6,22.913048947579085,57.31853957476184,0,C
2,2,3,19,19,93.12219547528734,6,19.64027443441092,84.26812847962898,1,A
3,3,3,15,6,93.40603958805082,6,23.675754948506352,59.61729030640349,0,C
4,3,12,11,16,71.36734832644017,20,25.92091854080502,61.334669444394805,0,C
1,1,25,11,17,57.51598271055259,5,17.189497838819072,58.849662736377205,0,C
2,1,8,6,8,86.58206809159188,10,20.822758511448985,52.48404227372872,0,C
4,3,6,7,10,86.20390290247941,12,27.775487862809925,64.66929458608797,1,C
2,2,15,6,16,72.68665980658277,10,22.085832475822848,60.40191070234303,0,C
4,2,17,10,9,65.79289897708838,8,23.224112372136048,50.86875593091811,0,C
4,1,2,17,18,95.51209570256091,8,29.939011962820114,87.81937450661033,1,A
3,0,19,17,8,63.977285173407395,12,21.997160646675923,66.35078483716654,1,B
2,2,19,12,12,69.02691629630995,6,18.628364537038742,57.479269055271914,0,C
1,0,9,12,16,80.38488518391438,4,17.048110647989297,82.23127107347986,1,A
3,2,23,19,11,50.0,12,20.25,52.34535506877483,0,C
3,3,25,5,18,62.18006791047827,9,19.772508488809784,49.06209915397791,0,F
1,1,29,15,8,50.0,3,17.25,41.303298439350634,0,F
3,0,25,13,14,50.764872690060905,12,20.345609086257614,66.82044863601766,1,B
4,0,21,15,17,63.04848386292689,8,23.881060482865863,75.4365216150225,1,B
4,3,15,12,17,75.08457149320108,16,26.385571436650135,63.67851788012598,1,C
2,2,2,13,9,96.62392537741778,6,22.077990672177222,56.96304208897007,0,C
2,0,10,17,16,77.75026815775288,4,21.71878351971911,77.52101514629634,1,B
1,2,24,18,14,51.13131678055312,4,14.39141459756914,50.36246445765505,0,C
2,3,9,17,9,77.66961056798549,8,17.708701320998188,53.450918416181636,0,C
4,1,15,13,7,73.8515380262177,16,26.231442253277212,54.031366945059844,0,C
1,0,7,15,17,82.80167076248577,3,17.35020884531072,78.84719809396518,1,B
1,2,8,16,13,83.87912352529301,4,21.484890440661626,77.88946222173458,1,B
2,0,14,10,15,76.95563071291403,6,18.619453839114254,74.57656777702688,1,B
4,2,20,7,9,67.03641914601414,8,24.379552393251767,47.78924910240086,0,F
1,2,2,5,16,95.78286401901968,5,20.97285800237746,68.47367160424204,1,B
4,2,3,15,17,93.00573176010433,8,26.62571647001304,89.75546631815332,1,A
4,3,29,12,14,50.0,16,20.25,42.52647019071415,0,F
4,1,12,14,6,74.1324718883728,12,23.2665589860466,57.762880962147776,0,C
2,0,11,7,17,81.60681131262938,8,22.20085141407867,70.96117735135317,1,B
3,1,20,17,19,67.83319988458122,6,23.479149985572654,67.82024351864598,1,B
3,2,8,11,8,87.99801581033218,15,25.99975197629152,65.32518610069701,1,B
1,2,24,17,16,61.55694733038553,5,19.69461841629819,60.94112312790439,0,C
4,1,13,14,8,70.53723410271601,12,29.8171542628395,66.37593363970346,1,B
2,1,18,10,9,56.885528512197325,4,20.110691064024664,53.15154583128955,0,C
4,0,6,7,12,89.5578972468675,8,29.194737155858437,79.31835292541618,1,B
4,2,15,10,9,65.5765863932487,12,25.197073299156088,55.27954341003792,0,C
2,1,21,16,5,64.3241759222324,6,18.04052199027905,53.33039040456344,0,C
3,3,19,7,6,66.76383801619417,9,24.34547975202427,36.745009347583455,0,F
4,2,4,17,19,93.1033676224312,16,28.6379209528039,81.38149022115734,1,A
4,2,29,19,7,54.99983263757403,16,26.874979079696754,56.282275716354505,0,C
3,0,9,17,7,84.75344858709852,9,22.594181073387315,77.11271512891855,1,B
2,3,17,18,14,68.14976314167575,6,22.51872039270947,52.88774159685896,0,C
1,0,10,13,10,80.9453028461171,5,15.118162855764638,75.59147690897268,1,B
3,3,6,17,13,89.14320151664103,15,28.14290018958013,72.28702950661118,1,B
1,0,13,5,14,73.80857128662973,4,14.226071410828716,59.40378697383242,0,C
1,3,19,17,5,64.31803358250335,5,14.039754197812918,40.29711506003831,0,F
3,3,17,12,10,58.00380101504055,9,18.25047512688007,51.30416321385849,0,C
4,3,10,9,13,76.92649545668735,8,29.61581193208592,57.583004530669726,0,C
1,1,21,19,8,50.0,3,15.25,57.937677506457305,0,C
1,2,26,8,14,50.0,5,15.25,43.03807379275749,0,F
2,3,11,5,7,76.03826408406562,8,22.504783010508202,50.14127948646596,0,C
4,1,17,13,17,71.6665016232797,12,26.958312702909964,76.5722435715098,1,B
1,1,25,17,10,50.0,3,18.25,60.727433883805574,0,C
2,0,1,13,10,98.26402888883473,10,21.28300361110434,86.7098084822198,1,A
4,2,22,17,17,63.791675589848126,8,23.973959448731016,63.264175288392096,1,C
3,2,0,9,6,100.0,9,24.5,63.85428929100934,1,C
3,0,22,18,19,56.610934508756756,12,24.076366813594596,84.28012257054513,1,A
2,2,9,15,9,83.91889666333584,8,20.48986208291698,66.69125607903742,1,B
3,0,20,13,5,50.26545654727623,6,17.28318206840953,44.870094646103745,0,F
1,1,0,19,17,100.0,5,22.5,90.56260582187257,1,A
4,1,5,14,13,88.16728359840673,8,31.02091044980084,80.5347397744998,1,A
1,3,6,18,13,89.10136738521203,4,23.137670923151504,61.5879396983764,0,C
1,0,16,13,7,64.0139703630014,3,13.001746295375176,52.28093132696391,0,C
3,1,8,11,9,82.72126951944236,12,21.340158689930295,58.440303507595495,0,C
1,1,6,12,19,87.6292986720299,2,17.953662334003738,79.04194883850127,1,B
3,0,16,5,7,69.33080090473437,12,26.666350113091795,63.55921169421857,1,C
4,1,2,8,11,95.65778997431082,20,25.957223746788852,63.933267308909166,1,C
4,2,15,14,17,71.39082474674713,8,23.92385309334339,67.70443180590604,1,B
1,1,4,14,19,91.80759906269071,4,22.47594988283634,79.1904162769193,1,B
2,0,19,19,5,60.293767000116596,6,22.536720875014574,70.93677418311913,1,B
3,2,17,8,19,69.9549612593689,9,21.744370157421113,62.46583244370042,1,C
3,2,0,16,9,100.0,6,27.5,78.00223051240127,1,B
1,1,3,13,10,95.44584980932659,3,23.930731226165825,79.63024298212213,1,B
3,3,22,7,18,50.0,6,23.25,44.50487562114688,0,F
3,2,10,19,15,77.44016855699365,9,22.680021069624207,64.14576032397079,1,C
2,0,19,16,16,68.01292138724448,8,22.50161517340556,75.32753216960957,1,B
2,3,8,14,18,85.10361239993154,6,19.637951549991442,69.20065740047025,1,B
1,3,29,19,11,50.0,4,16.25,41.66136454383353,0,F
2,2,7,14,7,87.15934915599938,4,19.894918644499924,51.57275038348269,0,C
1,1,7,5,11,83.91230035375737,3,16.48903754421967,50.93994873111709,0,C
4,3,4,19,8,91.09831717553806,20,25.387289646942257,77.52654067048746,1,B
1,1,11,15,14,75.06125396844685,5,20.382656746055858,63.78466500077302,1,C
4,2,0,9,15,100.0,20,31.5,90.0,1,A
1,0,14,11,18,70.66788241739468,3,17.833485302174335,78.57216505158158,1,B
3,3,24,16,10,50.0,12,22.25,51.13338423650535,0,C
2,0,17,8,9,62.22711996599705,4,19.77838999574963,46.534095709990396,0,F
4,1,5,13,8,89.09383702674661,12,28.136729628343325,77.93361394823744,1,B
1,1,9,10,10,78.67168283440935,2,19.83396035430117,57.55144536788148,0,C
2,0,13,10,17,70.48742332402092,4,21.810927915502617,60.862218184358035,0,C
1,2,20,7,16,67.59082767042383,3,19.44885345880298,54.62395858195676,0,C
2,2,25,14,7,50.0,8,15.25,45.68254895159355,0,F
2,3,28,14,7,50.0,10,19.25,35.728305023906174,0,F
1,3,7,9,9,88.60997851921553,2,16.07624731490194,49.025843094635604,0,F
4,2,26,14,15,50.0,8,26.25,53.429050763713704,0,C
4,2,2,10,9,96.28317494052159,12,28.035396867565197,66.09465566139349,1,B
3,0,21,18,13,51.57446384723343,6,24.44680798090418,70.1658538234141,1,B
2,1,21,8,19,50.0,6,14.25,53.06422550014053,0,C
3,1,25,17,8,56.11894909727676,6,19.014868637159594,64.15011475872278,1,C
3,3,18,7,9,57.566601170471635,12,18.195825146308955,39.77606247191836,0,F
1,2,11,9,16,74.99082492841667,4,19.373853116052082,51.244431104472426,0,C
1,0,11,11,13,76.11696609779486,5,21.514620762224357,75.4008066998502,1,B
1,3,14,15,8,73.6111123761472,5,15.2013890470184,47.033703651686714,0,F
2,0,27,10,17,56.53372342299958,8,21.066715427874946,70.09630485574202,1,B
1,2,6,6,19,88.09661903248043,5,23.012077379060052,68.56756658631812,1,B
1,2,26,5,19,58.25266762578525,5,17.281583453223156,46.131696292631815,0,F
2,2,3,9,7,93.99955831936502,10,26.749944789920626,59.63563137294372,0,C
2,1,20,9,11,53.594134584488614,8,16.699266823061077,51.550296468967886,0,C
4,2,8,16,11,80.01889492479229,20,26.002361865599035,71.92064842089192,1,B
1,3,21,16,12,64.34181705864471,3,17.04272713233059,56.82964959236472,0,C
1,1,15,10,8,74.38212936479466,5,19.29776617059933,58.74951961538701,0,C
1,0,25,7,8,50.0,3,14.25,44.791877764863614,0,F
4,3,12,5,18,76.37129641243348,20,23.546412051554185,59.342915063545746,0,C
1,3,3,19,18,92.75258621190436,3,19.594073276488047,75.65212260583199,1,B
4,0,23,8,13,50.0,20,20.25,60.77399474306847,0,C
3,1,8,8,14,82.10857788215847,9,25.26357223526981,69.28472932053462,1,B
4,3,25,14,11,59.951157283633584,20,25.4938946604542,54.68831510677495,0,C
3,3,20,6,7,69.2824886965182,9,21.660311087064777,51.59791168696455,0,C
1,3,17,18,19,69.11503206578236,4,19.639379008222797,67.28812699117158,1,B
3,1,14,12,17,75.95782294811465,6,26.49472786851433,77.53460912987809,1,B
4,1,14,10,13,69.02767559700082,8,24.628459449625105,58.25684254526556,0,C
2,1,5,16,17,90.24633137916975,8,26.28079142239622,83.58266316434435,1,A
3,3,10,7,9,79.7685362537108,12,25.97106703171385,39.59862900623371,0,F
3,2,27,19,8,50.0,9,19.25,51.67498384498299,0,C
1,0,7,5,5,86.15046722764004,3,20.768808403455004,54.74227687250694,0,C
4,2,28,16,13,50.0,20,20.25,53.71537948849173,0,C
3,1,20,15,10,53.15359467183956,15,22.644199333979945,59.068702334206435,0,C
3,3,16,7,15,69.0986270510798,6,25.637328381384975,47.90657208063485,0,F
3,3,23,12,6,63.58808571798723,6,21.9485107147484,34.35543626120682,0,F
3,2,24,8,17,51.47907496976842,9,23.434884371221052,49.3333550330904,0,F
2,2,16,7,11,66.73021305227444,6,19.341276631534306,65.91579060660413,1,B
4,0,23,17,7,53.72867350080116,16,22.716084187600146,64.58301178590125,1,C
1,3,25,15,19,56.04876206954707,3,16.006095258693385,56.06965038028659,0,C
1,2,27,8,10,53.46036815719255,5,14.682546019649068,34.96509625095208,0,F
2,0,17,15,12,68.2141416771587,8,20.526767709644837,63.794325426399546,1,C
4,1,3,19,7,95.00131378448896,12,27.87516422306112,74.7600205143042,1,B
3,2,28,8,17,50.0,15,17.25,51.979269078413076,0,C
2,1,14,6,16,70.39455138208498,10,21.799318922760623,55.125385903224235,0,C
4,0,1,8,16,97.86760438432121,8,27.233450548040153,89.3001273972214,1,A
3,1,1,15,9,98.27520250686005,12,26.28440031335751,72.69126095345959,1,B
2,3,9,16,18,84.28123887216505,4,23.53515485902063,74.04636902241886,1,B
4,3,2,13,10,95.4252194817625,16,30.928152435220312,69.36526991706077,1,B
1,1,29,8,5,50.0,4,13.25,45.197956563633134,0,F
1,3,7,16,14,83.37374105582721,2,17.421717631978403,57.89156402023832,0,C
4,0,19,5,11,63.83339136224089,8,26.97917392028011,71.72315433051956,1,B
1,3,6,5,8,87.71603300741349,3,18.964504125926688,47.64429955965657,0,F
4,1,11,5,14,75.37344523476546,16,24.421680654345682,68.60960482102955,1,B
3,1,25,18,15,50.0,9,23.25,65.67686367370213,1,B
4,1,18,9,19,55.18662736877748,16,20.898328421097183,57.13646822604733,0,C
3,2,25,10,11,50.0,15,20.25,42.66679543393256,0,F
2,1,27,16,11,50.0,6,21.25,55.70327468365082,0,C
4,0,29,10,15,50.0,8,25.25,55.73987706188669,0,C
2,3,14,10,9,78.90240668894766,10,17.86280083611846,52.06982862775796,0,C
1,3,13,13,12,71.40593107738917,2,20.925741384673646,56.806853947536226,0,C
3,2,15,5,12,73.92100725794589,15,27.240125907243236,61.17690128829379,0,C
4,2,28,14,9,56.399319875313175,20,23.049914984414148,62.344277480109184,1,C
2,0,26,10,9,50.0,6,19.25,50.91281497573405,0,C
3,1,13,17,11,70.67185794670948,6,24.833982243338685,65.27526552163744,1,B
3,2,2,12,10,95.6811337596645,9,25.960141719958063,60.263064899271,0,C
1,3,17,12,8,68.29211367512364,5,13.536514209390456,33.16201770219938,0,F
1,2,28,16,6,50.0,4,15.25,42.768724716789514,0,F
3,2,27,19,12,50.0,12,21.25,63.349225744452994,1,C
3,1,21,19,7,53.17816971448421,15,21.64727121431053,59.58869029282873,0,C
4,2,5,7,6,89.97657883250332,8,30.247072354062915,58.34880696226429,0,C
3,0,16,17,16,66.50481356878285,6,25.313101696097856,71.02454710295005,1,B
4,3,22,9,19,50.0,8,20.25,44.970321117693715,0,F
3,1,27,14,14,50.0,12,21.25,64.51720334697173,1,C
1,3,13,8,11,79.17603169868083,3,16.897003962335106,51.23646428438258,0,C
4,0,13,16,14,76.26425885786007,8,28.533032357232507,76.32963967879203,1,B
2,0,19,5,10,63.61119592001056,6,21.95139949000132,57.01388086252347,0,C
1,2,12,13,12,78.72443356167415,2,20.84055419520927,61.5638215735969,0,C
4,2,26,9,17,50.0,8,20.25,55.35173829958319,0,C
4,2,27,6,18,51.26883737105591,8,26.408604671381987,51.70447942940499,0,C
2,3,2,16,10,96.79364082923523,6,22.099205103654405,65.78313204013031,1,B
4,0,12,6,11,79.7431778367274,12,24.967897229590925,65.15171050691896,1,B
3,1,28,15,6,50.0,9,17.25,42.21123579733357,0,F
2,2,23,11,14,51.01930053068021,10,18.377412566335025,41.537317255188974,0,F
1,3,1,8,18,98.18569128723695,4,24.27321141090462,65.5884261759448,1,B
1,2,8,5,6,85.06465669999648,5,19.63308208749956,55.648393417031684,0,C
3,0,12,9,10,76.0794019430917,12,25.50992524288646,68.98170640651118,1,B
1,1,7,6,13,84.78808976506106,5,16.59851122063263,60.9074377219887,0,C
4,0,15,19,18,68.76730165234345,16,27.595912706542933,88.72050823314889,1,A
4,3,23,11,7,50.0,12,27.25,43.83307427557979,0,F
3,2,28,19,15,50.0,12,20.25,57.29411003188254,0,C
1,0,2,13,14,95.17841604079011,2,17.897302005098766,77.76254109503822,1,B
1,3,12,17,18,81.93483809002521,3,19.24185476125315,84.9360228126263,1,A
3,2,3,5,18,92.82832158423416,15,29.603540198029272,66.75719381380839,1,B
2,1,17,16,17,62.23520400457724,4,19.779400500572155,64.73410284037615,1,C
1,0,1,6,12,98.32780654588791,2,20.29097581823599,70.67295883642501,1,B
2,2,19,15,19,66.50227763434403,6,22.312784704293,61.78769847979028,1,C
1,2,21,10,9,57.10099001755849,2,13.137623752194811,32.67724936263963,0,F
1,2,20,12,17,67.50123689298914,3,15.437654611623643,59.931550845227676,0,C
1,2,14,11,10,68.00484423243137,4,14.50060552905392,47.64289412254283,0,F
1,0,16,13,10,63.34121814044117,3,14.917652267555146,62.74656909427599,1,C
4,2,28,18,15,50.0,12,24.25,55.676454723583774,0,C
2,3,9,6,16,85.87164695524484,10,22.733955869405605,65.22932979406977,1,B
2,0,0,16,14,100.0,4,21.5,87.53081710892228,1,A
1,2,5,13,15,91.24635560377837,5,20.405794450472296,67.18752094834277,1,B
1,0,2,8,17,96.86488269736532,5,22.108110337170665,77.57827490312059,1,B
2,3,18,15,7,67.060630731096,10,22.382578841387,48.43619327328277,0,F
4,3,6,19,15,85.18598042695425,20,29.64824755336928,83.49844543226311,1,A
3,0,12,7,15,72.48486864697605,15,27.060608580872007,66.81837877029471,1,B
3,2,12,11,9,76.23600304227828,6,26.529500380284787,48.218407072636374,0,F
2,2,16,9,16,71.11471325238912,4,22.88933915654864,66.92889219423724,1,B
1,3,0,17,5,100.0,2,22.5,54.172109421267095,0,C
1,2,13,9,6,80.27424709300165,5,22.034280886625204,63.251858446413394,1,C
4,3,28,16,14,50.0,8,23.25,40.76476757595583,0,F
3,2,25,17,19,60.00889321120392,15,18.50111165140049,66.23414859448106,1,B
4,3,2,6,7,95.96192484625138,8,27.995240605781422,51.62954908395936,0,C
3,1,13,10,8,73.1440143127866,6,24.143001789098324,61.47895379133858,0,C
2,2,23,10,17,65.46113519104725,4,22.182641898880906,61.12075541912817,0,C
3,2,0,16,13,100.0,6,29.5,88.34833832098037,1,A
4,2,15,8,5,72.9679144346667,12,25.120989304333335,40.829617752999894,0,F
4,0,9,9,7,85.80498174107096,8,30.72562271763387,59.08955799304337,0,C
4,2,12,11,7,71.74733730088612,8,23.968417162610763,57.285094553017075,0,C
2,0,3,18,17,95.04414218784596,6,22.880517773480747,100.0,1,A
3,0,8,12,19,87.8003589102041,12,23.975044863775512,92.08835485937651,1,A
3,3,13,10,17,74.06902116529233,12,24.25862764566154,63.45426135691335,1,C
4,0,3,9,10,95.11024904260728,12,25.88878113032591,82.13211256056444,1,A
